gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,average_score,performance_level,pass_status,reading_math_gap,average_score_z,outlier_status
female,group e,bachelor's degree,free/reduced,completed,92,100,100,97.33333333333333,high,pass,8,2.074544632496372,outlier
female,group d,master's degree,free/reduced,completed,61,71,78,70.0,medium,pass,10,0.15644229774192447,normal
male,group b,high school,free/reduced,none,63,48,47,52.666666666666664,low,pass,-15,-1.0599152803950427,normal
male,group d,bachelor's degree,free/reduced,none,68,68,67,67.66666666666667,medium,pass,0,-0.007298145468820749,normal
male,group b,some college,standard,completed,71,75,70,72.0,medium,pass,4,0.2967912490654207,normal
male,group a,bachelor's degree,standard,none,91,96,92,93.0,high,pass,5,1.7704552379621308,normal
female,group c,some college,standard,none,53,62,56,57.0,low,pass,9,-0.7558258858608008,normal
female,group c,high school,free/reduced,completed,50,66,64,60.0,medium,pass,16,-0.5453024588755565,normal
female,group e,high school,standard,none,74,81,71,75.33333333333333,medium,pass,7,0.530706167937914,normal
male,group a,associate's degree,free/reduced,completed,40,55,53,49.333333333333336,low,pass,15,-1.293830199267536,normal
male,group a,some college,standard,completed,61,51,52,54.666666666666664,low,pass,-10,-0.9195663290715466,normal
female,group b,high school,standard,none,81,91,89,87.0,high,pass,10,1.3494083839916422,normal
female,group b,some college,free/reduced,completed,48,56,58,54.0,low,pass,8,-0.9663493128460451,normal
female,group d,master's degree,standard,none,53,61,68,60.666666666666664,medium,pass,8,-0.49851947510105793,normal
female,group d,some high school,standard,none,81,97,96,91.33333333333333,high,pass,16,1.6534977785258835,normal
female,group e,some high school,standard,none,77,79,80,78.66666666666667,medium,pass,2,0.7646210868104083,normal
female,group d,bachelor's degree,free/reduced,none,63,73,78,71.33333333333333,medium,pass,10,0.2500082652909216,normal
female,group d,associate's degree,standard,completed,73,75,80,76.0,medium,pass,2,0.5774891517124131,normal
female,group d,some college,standard,none,69,77,77,74.33333333333333,medium,pass,8,0.4605316922761659,normal
female,group c,associate's degree,standard,none,65,76,76,72.33333333333333,medium,pass,11,0.3201827409526697,normal
female,group a,high school,standard,none,55,73,73,67.0,medium,pass,18,-0.054081129243319814,normal
female,group c,bachelor's degree,free/reduced,none,44,63,62,56.333333333333336,low,pass,19,-0.8026088696352993,normal
female,group c,some college,standard,none,54,64,65,61.0,medium,pass,10,-0.4751279832138084,normal
female,group a,some high school,standard,none,48,66,65,59.666666666666664,low,pass,18,-0.568693950762806,normal
male,group c,some college,free/reduced,none,58,57,54,56.333333333333336,low,pass,-1,-0.8026088696352993,normal
male,group a,some high school,standard,none,71,62,50,61.0,medium,pass,-9,-0.4751279832138084,normal
male,group e,bachelor's degree,standard,none,68,68,64,66.66666666666667,medium,pass,0,-0.07747262113056885,normal
female,group e,high school,standard,none,74,76,73,74.33333333333333,medium,pass,2,0.4605316922761659,normal
female,group c,bachelor's degree,standard,completed,92,100,99,97.0,high,pass,8,2.0511531406091232,outlier
female,group c,bachelor's degree,standard,completed,56,79,72,69.0,medium,pass,23,0.08626782208017639,normal
male,group b,high school,free/reduced,none,30,24,15,23.0,low,fail,-6,-3.141758058360236,outlier
male,group a,some high school,standard,none,53,54,48,51.666666666666664,low,pass,1,-1.1300897560567909,normal
female,group d,high school,standard,none,69,77,73,73.0,medium,pass,8,0.36696572472716876,normal
female,group d,some high school,standard,none,65,82,81,76.0,medium,pass,17,0.5774891517124131,normal
female,group d,master's degree,standard,none,54,60,63,59.0,low,pass,6,-0.6154769345373046,normal
female,group c,high school,standard,none,29,29,30,29.333333333333332,low,fail,0,-2.6973197125024986,outlier
female,group e,some college,standard,none,76,78,80,78.0,medium,pass,2,0.7178381030359092,normal
male,group d,high school,free/reduced,none,60,57,51,56.0,low,pass,-3,-0.8260003615225489,normal
male,group d,master's degree,free/reduced,completed,84,89,90,87.66666666666667,high,pass,5,1.3961913677661413,normal
male,group c,some high school,standard,none,75,72,62,69.66666666666667,medium,pass,-3,0.13305080585467544,normal
female,group c,associate's degree,standard,none,85,84,82,83.66666666666667,high,pass,-1,1.1154934651191488,normal
female,group c,master's degree,free/reduced,none,40,58,54,50.666666666666664,low,pass,18,-1.200264231718539,normal
female,group e,some college,standard,none,61,64,62,62.333333333333336,medium,pass,3,-0.3815620156648108,normal
female,group b,associate's degree,standard,none,58,63,65,62.0,medium,pass,5,-0.40495350755206033,normal
male,group d,some college,free/reduced,completed,69,60,63,64.0,medium,pass,-9,-0.2646045562285641,normal
female,group c,some college,standard,none,58,59,66,61.0,medium,pass,1,-0.4751279832138084,normal
male,group c,bachelor's degree,standard,completed,94,90,91,91.66666666666667,high,pass,-4,1.6768892704131335,normal
female,group c,associate's degree,standard,none,65,77,74,72.0,medium,pass,12,0.2967912490654207,normal
female,group a,associate's degree,standard,none,82,93,93,89.33333333333333,high,pass,11,1.5131488272023874,normal
female,group c,high school,standard,none,60,68,72,66.66666666666667,medium,pass,8,-0.07747262113056885,normal
female,group e,bachelor's degree,standard,none,37,45,38,40.0,low,pass,8,-1.9487919721105185,normal
male,group d,bachelor's degree,standard,none,88,78,83,83.0,high,pass,-10,1.0687104813446497,normal
male,group d,master's degree,standard,none,95,81,84,86.66666666666667,high,pass,-14,1.326016892104393,normal
male,group c,associate's degree,free/reduced,completed,65,73,68,68.66666666666667,medium,pass,8,0.06287633019292735,normal
female,group c,high school,free/reduced,none,35,61,54,50.0,low,pass,26,-1.2470472154930374,normal
male,group b,bachelor's degree,free/reduced,none,62,63,56,60.333333333333336,medium,pass,1,-0.521910966988307,normal
male,group c,high school,free/reduced,completed,58,51,52,53.666666666666664,low,pass,-7,-0.9897408047332946,normal
male,group a,some college,standard,completed,100,96,86,94.0,high,pass,-4,1.8406297136238787,normal
female,group e,bachelor's degree,free/reduced,none,61,58,62,60.333333333333336,medium,pass,-3,-0.521910966988307,normal
male,group d,some college,standard,completed,100,97,99,98.66666666666667,high,pass,-3,2.1681106000453703,outlier
male,group b,associate's degree,free/reduced,completed,69,70,63,67.33333333333333,medium,pass,1,-0.03068963735607078,normal
male,group d,associate's degree,standard,none,61,48,46,51.666666666666664,low,pass,-13,-1.1300897560567909,normal
male,group d,some college,free/reduced,none,49,57,46,50.666666666666664,low,pass,8,-1.200264231718539,normal
female,group c,some high school,standard,completed,44,51,55,50.0,low,pass,7,-1.2470472154930374,normal
male,group d,some college,standard,none,67,64,70,67.0,medium,pass,-3,-0.054081129243319814,normal
male,group b,high school,standard,none,79,60,65,68.0,medium,pass,-19,0.016093346418428283,normal
female,group b,bachelor's degree,standard,completed,66,74,81,73.66666666666667,medium,pass,8,0.41374870850166784,normal
female,group c,high school,standard,none,75,88,85,82.66666666666667,high,pass,13,1.0453189894574006,normal
male,group d,some high school,standard,none,84,84,80,82.66666666666667,high,pass,0,1.0453189894574006,normal
male,group a,high school,standard,none,71,74,64,69.66666666666667,medium,pass,3,0.13305080585467544,normal
female,group b,high school,free/reduced,completed,67,80,81,76.0,medium,pass,13,0.5774891517124131,normal
female,group d,some high school,standard,completed,80,92,88,86.66666666666667,high,pass,12,1.326016892104393,normal
male,group e,some college,standard,none,86,76,74,78.66666666666667,medium,pass,-10,0.7646210868104083,normal
female,group d,associate's degree,standard,none,76,74,73,74.33333333333333,medium,pass,-2,0.4605316922761659,normal
male,group d,high school,standard,none,41,52,51,48.0,low,pass,11,-1.3873961668165338,normal
female,group d,associate's degree,free/reduced,completed,74,88,90,84.0,high,pass,14,1.138884957006398,normal
female,group b,some high school,free/reduced,none,72,81,79,77.33333333333333,medium,pass,9,0.6710551192614101,normal
female,group e,high school,standard,completed,74,79,80,77.66666666666667,medium,pass,5,0.6944466111486602,normal
male,group b,high school,standard,none,70,65,60,65.0,medium,pass,-5,-0.19443008056681602,normal
female,group b,bachelor's degree,standard,completed,65,81,81,75.66666666666667,medium,pass,16,0.554097659825164,normal
female,group d,associate's degree,standard,none,59,70,65,64.66666666666667,medium,pass,11,-0.21782157245406505,normal
female,group e,high school,free/reduced,none,64,62,68,64.66666666666667,medium,pass,-2,-0.21782157245406505,normal
female,group b,high school,standard,none,50,53,55,52.666666666666664,low,pass,3,-1.0599152803950427,normal
female,group d,some college,standard,completed,69,79,81,76.33333333333333,medium,pass,10,0.6008806435996621,normal
male,group c,some high school,free/reduced,completed,51,56,53,53.333333333333336,low,pass,5,-1.0131322966205436,normal
female,group a,high school,standard,completed,68,80,76,74.66666666666667,medium,pass,12,0.48392318416341595,normal
female,group d,some college,standard,completed,85,86,98,89.66666666666667,high,pass,1,1.5365403190896374,normal
female,group a,associate's degree,standard,completed,65,70,74,69.66666666666667,medium,pass,5,0.13305080585467544,normal
female,group b,some high school,standard,none,73,79,79,77.0,medium,pass,6,0.6476636273741612,normal
female,group b,some college,standard,none,62,67,67,65.33333333333333,medium,pass,5,-0.17103858867956698,normal
male,group c,associate's degree,free/reduced,none,77,67,64,69.33333333333333,medium,pass,-10,0.10965931396742541,normal
male,group d,some high school,standard,none,69,66,61,65.33333333333333,medium,pass,-3,-0.17103858867956698,normal
female,group d,associate's degree,free/reduced,none,43,60,58,53.666666666666664,low,pass,17,-0.9897408047332946,normal
male,group d,associate's degree,standard,none,90,87,85,87.33333333333333,high,pass,-3,1.372799875878891,normal
male,group c,some college,free/reduced,none,74,77,73,74.66666666666667,medium,pass,3,0.48392318416341595,normal
male,group c,some high school,standard,none,73,66,63,67.33333333333333,medium,pass,-7,-0.03068963735607078,normal
female,group d,some college,free/reduced,none,55,71,69,65.0,medium,pass,16,-0.19443008056681602,normal
female,group c,high school,standard,none,65,69,67,67.0,medium,pass,4,-0.054081129243319814,normal
male,group d,associate's degree,standard,none,80,63,63,68.66666666666667,medium,pass,-17,0.06287633019292735,normal
female,group c,some high school,free/reduced,completed,50,60,60,56.666666666666664,low,pass,10,-0.7792173777480503,normal
female,group c,some college,free/reduced,completed,63,73,71,69.0,medium,pass,10,0.08626782208017639,normal
female,group b,bachelor's degree,free/reduced,none,77,85,87,83.0,high,pass,8,1.0687104813446497,normal
male,group c,some college,standard,none,73,74,61,69.33333333333333,medium,pass,1,0.10965931396742541,normal
male,group d,associate's degree,standard,completed,81,72,77,76.66666666666667,medium,pass,-9,0.6242721354869122,normal
female,group c,high school,free/reduced,none,66,76,68,70.0,medium,pass,10,0.15644229774192447,normal
male,group d,associate's degree,free/reduced,none,52,57,50,53.0,low,pass,5,-1.0365237885077931,normal
female,group c,some college,standard,none,69,78,76,74.33333333333333,medium,pass,9,0.4605316922761659,normal
female,group c,associate's degree,standard,completed,65,84,84,77.66666666666667,medium,pass,19,0.6944466111486602,normal
female,group d,high school,standard,completed,69,77,78,74.66666666666667,medium,pass,8,0.48392318416341595,normal
female,group b,some college,standard,completed,50,64,66,60.0,medium,pass,14,-0.5453024588755565,normal
female,group e,some college,standard,completed,73,78,76,75.66666666666667,medium,pass,5,0.554097659825164,normal
female,group c,some high school,standard,completed,70,82,76,76.0,medium,pass,12,0.5774891517124131,normal
male,group d,associate's degree,free/reduced,none,81,75,78,78.0,medium,pass,-6,0.7178381030359092,normal
male,group d,some college,free/reduced,none,63,61,60,61.333333333333336,medium,pass,-2,-0.45173649132655885,normal
female,group d,high school,standard,none,67,72,74,71.0,medium,pass,5,0.2266167734036726,normal
male,group b,high school,standard,none,60,68,60,62.666666666666664,medium,pass,8,-0.35817052377756176,normal
male,group b,high school,standard,none,62,55,54,57.0,low,pass,-7,-0.7558258858608008,normal
female,group c,some high school,free/reduced,completed,29,40,44,37.666666666666664,low,fail,11,-2.1125324153212643,outlier
male,group b,some college,standard,completed,62,66,68,65.33333333333333,medium,pass,4,-0.17103858867956698,normal
female,group e,master's degree,standard,completed,94,99,100,97.66666666666667,high,pass,5,2.0979361243836223,outlier
male,group e,some college,standard,completed,85,75,68,76.0,medium,pass,-10,0.5774891517124131,normal
male,group d,associate's degree,free/reduced,none,77,78,73,76.0,medium,pass,1,0.5774891517124131,normal
male,group a,high school,free/reduced,none,53,58,44,51.666666666666664,low,pass,5,-1.1300897560567909,normal
male,group e,some college,free/reduced,none,93,90,83,88.66666666666667,high,pass,-3,1.4663658434278892,normal
female,group c,associate's degree,standard,none,49,53,53,51.666666666666664,low,pass,4,-1.1300897560567909,normal
female,group e,associate's degree,free/reduced,none,73,76,78,75.66666666666667,medium,pass,3,0.554097659825164,normal
female,group c,bachelor's degree,free/reduced,completed,66,74,81,73.66666666666667,medium,pass,8,0.41374870850166784,normal
female,group d,associate's degree,standard,none,77,77,73,75.66666666666667,medium,pass,0,0.554097659825164,normal
female,group c,some high school,standard,none,49,63,56,56.0,low,pass,14,-0.8260003615225489,normal
female,group d,some college,free/reduced,none,79,89,86,84.66666666666667,high,pass,10,1.185667940780897,normal
female,group c,associate's degree,standard,completed,75,82,90,82.33333333333333,high,pass,7,1.0219274975701507,normal
female,group a,bachelor's degree,standard,none,59,72,70,67.0,medium,pass,13,-0.054081129243319814,normal
female,group d,associate's degree,standard,completed,57,78,79,71.33333333333333,medium,pass,21,0.2500082652909216,normal
male,group c,high school,free/reduced,none,66,66,59,63.666666666666664,medium,pass,0,-0.28799604811581364,normal
female,group e,bachelor's degree,standard,completed,79,81,82,80.66666666666667,high,pass,2,0.9049700381339045,normal
female,group b,some high school,standard,none,57,67,72,65.33333333333333,medium,pass,10,-0.17103858867956698,normal
male,group a,bachelor's degree,standard,completed,87,84,87,86.0,high,pass,-3,1.279233908329894,normal
female,group d,some college,standard,none,63,64,67,64.66666666666667,medium,pass,1,-0.21782157245406505,normal
female,group b,some high school,free/reduced,completed,59,63,64,62.0,medium,pass,4,-0.40495350755206033,normal
male,group a,bachelor's degree,free/reduced,none,62,72,65,66.33333333333333,medium,pass,10,-0.10086411301781888,normal
male,group d,high school,standard,none,46,34,36,38.666666666666664,low,fail,-12,-2.042357939659516,outlier
male,group c,some college,standard,none,66,59,52,59.0,low,pass,-7,-0.6154769345373046,normal
male,group d,high school,standard,none,89,87,79,85.0,high,pass,-2,1.2090594326681459,normal
female,group d,associate's degree,free/reduced,completed,42,61,58,53.666666666666664,low,pass,19,-0.9897408047332946,normal
male,group c,some college,standard,completed,93,84,90,89.0,high,pass,-9,1.4897573353151383,normal
female,group e,some high school,standard,completed,80,85,85,83.33333333333333,high,pass,5,1.0921019732318988,normal
female,group d,some college,standard,none,98,100,99,99.0,high,pass,2,2.191502091932619,outlier
male,group d,master's degree,standard,none,81,81,84,82.0,high,pass,0,0.9985360056829017,normal
female,group b,some high school,standard,completed,60,70,74,68.0,medium,pass,10,0.016093346418428283,normal
female,group b,associate's degree,free/reduced,completed,76,94,87,85.66666666666667,high,pass,18,1.255842416442645,normal
male,group c,associate's degree,standard,completed,73,78,72,74.33333333333333,medium,pass,5,0.4605316922761659,normal
female,group c,associate's degree,standard,completed,96,96,99,97.0,high,pass,0,2.0511531406091232,outlier
female,group c,high school,standard,none,76,76,74,75.33333333333333,medium,pass,0,0.530706167937914,normal
male,group e,associate's degree,free/reduced,completed,91,73,80,81.33333333333333,high,pass,-18,0.9517530219084026,normal
female,group c,some college,free/reduced,none,62,72,70,68.0,medium,pass,10,0.016093346418428283,normal
male,group d,some high school,free/reduced,completed,55,59,59,57.666666666666664,low,pass,4,-0.7090429020863023,normal
female,group b,some high school,free/reduced,completed,74,90,88,84.0,high,pass,16,1.138884957006398,normal
male,group c,high school,standard,none,50,48,42,46.666666666666664,low,pass,-2,-1.4809621343655313,normal
male,group b,some college,standard,none,47,43,41,43.666666666666664,low,pass,-4,-1.6914855613507755,normal
male,group e,some college,standard,completed,81,74,71,75.33333333333333,medium,pass,-7,0.530706167937914,normal
female,group e,associate's degree,standard,completed,65,75,77,72.33333333333333,medium,pass,10,0.3201827409526697,normal
male,group e,some high school,standard,completed,68,51,57,58.666666666666664,low,pass,-17,-0.6388684264245541,normal
female,group d,high school,free/reduced,none,73,92,84,83.0,high,pass,19,1.0687104813446497,normal
male,group c,some college,standard,none,53,39,37,43.0,low,pass,-14,-1.7382685451252742,normal
female,group b,associate's degree,free/reduced,completed,68,77,80,75.0,medium,pass,9,0.5073146760506649,normal
male,group a,some high school,free/reduced,none,55,46,43,48.0,low,pass,-9,-1.3873961668165338,normal
female,group c,some college,standard,completed,87,89,94,90.0,high,pass,2,1.5599318109768865,normal
male,group d,some high school,standard,none,55,47,44,48.666666666666664,low,pass,-8,-1.3406131830420351,normal
female,group e,some college,free/reduced,none,53,58,57,56.0,low,pass,5,-0.8260003615225489,normal
male,group c,master's degree,standard,none,67,57,59,61.0,medium,pass,-10,-0.4751279832138084,normal
male,group c,associate's degree,standard,none,92,79,84,85.0,high,pass,-13,1.2090594326681459,normal
female,group b,some college,free/reduced,completed,53,66,73,64.0,medium,pass,13,-0.2646045562285641,normal
male,group d,associate's degree,standard,none,81,71,73,75.0,medium,pass,-10,0.5073146760506649,normal
male,group c,high school,free/reduced,none,61,60,55,58.666666666666664,low,pass,-1,-0.6388684264245541,normal
male,group d,bachelor's degree,standard,none,80,73,72,75.0,medium,pass,-7,0.5073146760506649,normal
female,group a,associate's degree,free/reduced,none,37,57,56,50.0,low,pass,20,-1.2470472154930374,normal
female,group c,high school,standard,none,81,84,82,82.33333333333333,high,pass,3,1.0219274975701507,normal
female,group c,associate's degree,standard,completed,59,73,72,68.0,medium,pass,14,0.016093346418428283,normal
male,group b,some college,free/reduced,none,55,55,47,52.333333333333336,low,pass,0,-1.0833067722822918,normal
male,group d,associate's degree,standard,none,72,79,74,75.0,medium,pass,7,0.5073146760506649,normal
male,group d,high school,standard,none,69,75,71,71.66666666666667,medium,pass,6,0.27339975717817167,normal
male,group c,some college,standard,none,69,64,68,67.0,medium,pass,-5,-0.054081129243319814,normal
female,group c,bachelor's degree,free/reduced,none,50,60,59,56.333333333333336,low,pass,10,-0.8026088696352993,normal
male,group b,some college,standard,completed,87,84,86,85.66666666666667,high,pass,-3,1.255842416442645,normal
male,group d,some high school,standard,completed,71,69,68,69.33333333333333,medium,pass,-2,0.10965931396742541,normal
male,group e,some college,standard,none,68,72,65,68.33333333333333,medium,pass,4,0.03948483830567732,normal
male,group c,master's degree,free/reduced,completed,79,77,75,77.0,medium,pass,-2,0.6476636273741612,normal
female,group c,some high school,standard,completed,77,90,85,84.0,high,pass,13,1.138884957006398,normal
male,group c,associate's degree,free/reduced,none,58,55,53,55.333333333333336,low,pass,-3,-0.8727833452970475,normal
female,group e,associate's degree,standard,none,84,95,92,90.33333333333333,high,pass,11,1.5833233028641356,normal
male,group d,some college,standard,none,55,58,52,55.0,low,pass,3,-0.896174837184297,normal
male,group e,bachelor's degree,free/reduced,completed,70,68,72,70.0,medium,pass,-2,0.15644229774192447,normal
female,group d,some college,free/reduced,completed,52,59,65,58.666666666666664,low,pass,7,-0.6388684264245541,normal
male,group b,some college,standard,completed,69,77,77,74.33333333333333,medium,pass,8,0.4605316922761659,normal
female,group c,high school,free/reduced,none,53,72,64,63.0,medium,pass,19,-0.3347790318903122,normal
female,group d,some high school,standard,none,48,58,54,53.333333333333336,low,pass,10,-1.0131322966205436,normal
male,group d,some high school,standard,completed,78,81,86,81.66666666666667,high,pass,3,0.9751445137956526,normal
female,group b,high school,standard,none,62,62,63,62.333333333333336,medium,pass,0,-0.3815620156648108,normal
male,group d,some college,standard,none,60,63,59,60.666666666666664,medium,pass,3,-0.49851947510105793,normal
female,group b,high school,standard,none,74,72,72,72.66666666666667,medium,pass,-2,0.3435742328399197,normal
female,group c,high school,standard,completed,58,75,77,70.0,medium,pass,17,0.15644229774192447,normal
male,group b,high school,standard,completed,76,62,60,66.0,medium,pass,-14,-0.12425560490506792,normal
female,group d,some high school,standard,none,68,71,75,71.33333333333333,medium,pass,3,0.2500082652909216,normal
male,group a,some college,free/reduced,none,58,60,57,58.333333333333336,low,pass,2,-0.6622599183118032,normal
male,group b,high school,standard,none,52,48,49,49.666666666666664,low,pass,-4,-1.270438707380287,normal
male,group d,bachelor's degree,standard,none,75,73,74,74.0,medium,pass,-2,0.4371402003889169,normal
female,group b,some high school,free/reduced,completed,52,67,72,63.666666666666664,medium,pass,15,-0.28799604811581364,normal
female,group c,bachelor's degree,free/reduced,none,62,78,79,73.0,medium,pass,16,0.36696572472716876,normal
male,group b,some college,standard,none,66,65,60,63.666666666666664,medium,pass,-1,-0.28799604811581364,normal
female,group b,some high school,free/reduced,none,49,58,55,54.0,low,pass,9,-0.9663493128460451,normal
female,group b,high school,standard,none,66,72,70,69.33333333333333,medium,pass,6,0.10965931396742541,normal
female,group c,some college,free/reduced,none,35,44,43,40.666666666666664,low,pass,9,-1.9020089883360198,normal
female,group a,some college,standard,completed,72,79,82,77.66666666666667,medium,pass,7,0.6944466111486602,normal
male,group e,associate's degree,standard,completed,94,85,82,87.0,high,pass,-9,1.3494083839916422,normal
female,group d,associate's degree,free/reduced,none,46,56,57,53.0,low,pass,10,-1.0365237885077931,normal
female,group b,master's degree,standard,none,77,90,84,83.66666666666667,high,pass,13,1.1154934651191488,normal
female,group b,high school,free/reduced,completed,76,85,82,81.0,high,pass,9,0.9283615300211535,normal
female,group c,associate's degree,standard,completed,52,59,62,57.666666666666664,low,pass,7,-0.7090429020863023,normal
male,group c,bachelor's degree,standard,completed,91,81,79,83.66666666666667,high,pass,-10,1.1154934651191488,normal
female,group b,some high school,standard,completed,32,51,44,42.333333333333336,low,pass,19,-1.7850515288997728,normal
female,group e,some high school,free/reduced,none,72,79,77,76.0,medium,pass,7,0.5774891517124131,normal
female,group b,some college,standard,none,19,38,32,29.666666666666668,low,fail,19,-2.6739282206152484,outlier
male,group c,associate's degree,free/reduced,none,68,65,61,64.66666666666667,medium,pass,-3,-0.21782157245406505,normal
female,group c,master's degree,free/reduced,none,52,65,61,59.333333333333336,low,pass,13,-0.592085442650055,normal
female,group b,high school,standard,none,48,62,60,56.666666666666664,low,pass,14,-0.7792173777480503,normal
female,group d,some college,free/reduced,none,60,66,70,65.33333333333333,medium,pass,6,-0.17103858867956698,normal
male,group d,high school,free/reduced,none,66,74,69,69.66666666666667,medium,pass,8,0.13305080585467544,normal
male,group e,some high school,standard,completed,89,84,77,83.33333333333333,high,pass,-5,1.0921019732318988,normal
female,group b,high school,standard,none,42,52,51,48.333333333333336,low,pass,10,-1.3640046749292842,normal
female,group e,associate's degree,free/reduced,completed,57,68,73,66.0,medium,pass,11,-0.12425560490506792,normal
male,group d,high school,standard,none,70,70,70,70.0,medium,pass,0,0.15644229774192447,normal
female,group e,associate's degree,free/reduced,none,70,84,81,78.33333333333333,medium,pass,14,0.7412295949231583,normal
male,group e,some college,standard,none,69,60,54,61.0,medium,pass,-9,-0.4751279832138084,normal
female,group c,associate's degree,standard,none,52,55,57,54.666666666666664,low,pass,3,-0.9195663290715466,normal
male,group c,some high school,standard,completed,67,73,68,69.33333333333333,medium,pass,6,0.10965931396742541,normal
male,group c,some high school,standard,completed,76,80,73,76.33333333333333,medium,pass,4,0.6008806435996621,normal
female,group e,associate's degree,standard,none,87,94,95,92.0,high,pass,7,1.7002807623003826,normal
female,group b,some college,standard,none,82,85,87,84.66666666666667,high,pass,3,1.185667940780897,normal
female,group c,some college,standard,none,73,76,78,75.66666666666667,medium,pass,3,0.554097659825164,normal
male,group a,some college,free/reduced,none,75,81,74,76.66666666666667,medium,pass,6,0.6242721354869122,normal
female,group d,some college,free/reduced,none,64,74,75,71.0,medium,pass,10,0.2266167734036726,normal
female,group e,high school,free/reduced,none,41,45,40,42.0,low,pass,4,-1.8084430207870223,normal
male,group c,high school,standard,none,90,75,69,78.0,medium,pass,-15,0.7178381030359092,normal
male,group b,bachelor's degree,standard,none,59,54,51,54.666666666666664,low,pass,-5,-0.9195663290715466,normal
male,group a,some high school,standard,none,51,31,36,39.333333333333336,low,fail,-20,-1.995574955885017,normal
male,group a,high school,free/reduced,none,45,47,49,47.0,low,pass,2,-1.4575706424782817,normal
female,group c,master's degree,standard,completed,54,64,67,61.666666666666664,medium,pass,10,-0.4283449994393098,normal
male,group e,some high school,standard,completed,87,84,76,82.33333333333333,high,pass,-3,1.0219274975701507,normal
female,group c,high school,standard,none,72,80,83,78.33333333333333,medium,pass,8,0.7412295949231583,normal
male,group b,some high school,standard,completed,94,86,87,89.0,high,pass,-8,1.4897573353151383,normal
female,group a,bachelor's degree,standard,none,45,59,64,56.0,low,pass,14,-0.8260003615225489,normal
male,group d,bachelor's degree,free/reduced,completed,61,70,76,69.0,medium,pass,9,0.08626782208017639,normal
female,group b,high school,free/reduced,none,60,72,68,66.66666666666667,medium,pass,12,-0.07747262113056885,normal
female,group c,some high school,standard,none,77,91,88,85.33333333333333,high,pass,14,1.232450924555395,normal
female,group a,some high school,standard,completed,85,90,92,89.0,high,pass,5,1.4897573353151383,normal
female,group d,bachelor's degree,free/reduced,none,78,90,93,87.0,high,pass,12,1.3494083839916422,normal
male,group e,some college,free/reduced,completed,49,52,51,50.666666666666664,low,pass,3,-1.200264231718539,normal
female,group b,high school,free/reduced,none,71,87,82,80.0,high,pass,16,0.8581870543594055,normal
female,group c,some high school,free/reduced,none,48,58,52,52.666666666666664,low,pass,10,-1.0599152803950427,normal
male,group c,high school,standard,none,62,67,58,62.333333333333336,medium,pass,5,-0.3815620156648108,normal
female,group c,associate's degree,free/reduced,completed,56,68,70,64.66666666666667,medium,pass,12,-0.21782157245406505,normal
female,group c,some high school,standard,none,65,69,76,70.0,medium,pass,4,0.15644229774192447,normal
female,group d,some high school,free/reduced,completed,69,86,81,78.66666666666667,medium,pass,17,0.7646210868104083,normal
male,group b,some high school,standard,none,68,54,53,58.333333333333336,low,pass,-14,-0.6622599183118032,normal
female,group a,some college,free/reduced,none,61,60,57,59.333333333333336,low,pass,-1,-0.592085442650055,normal
female,group c,bachelor's degree,free/reduced,completed,74,86,89,83.0,high,pass,12,1.0687104813446497,normal
male,group a,bachelor's degree,standard,none,64,60,58,60.666666666666664,medium,pass,-4,-0.49851947510105793,normal
female,group b,high school,standard,completed,77,82,89,82.66666666666667,high,pass,5,1.0453189894574006,normal
male,group b,some college,standard,none,58,50,45,51.0,low,pass,-8,-1.1768727398312895,normal
female,group c,high school,standard,completed,60,64,74,66.0,medium,pass,4,-0.12425560490506792,normal
male,group e,high school,standard,none,73,64,57,64.66666666666667,medium,pass,-9,-0.21782157245406505,normal
female,group a,high school,standard,completed,75,82,79,78.66666666666667,medium,pass,7,0.7646210868104083,normal
male,group b,associate's degree,free/reduced,completed,58,57,53,56.0,low,pass,-1,-0.8260003615225489,normal
female,group c,associate's degree,standard,none,66,77,73,72.0,medium,pass,11,0.2967912490654207,normal
female,group d,high school,free/reduced,none,39,52,46,45.666666666666664,low,pass,13,-1.5511366100272794,normal
male,group c,some high school,standard,none,64,58,51,57.666666666666664,low,pass,-6,-0.7090429020863023,normal
female,group b,high school,free/reduced,completed,23,44,36,34.333333333333336,low,fail,21,-2.3464473341937575,outlier
male,group b,some college,free/reduced,completed,74,77,76,75.66666666666667,medium,pass,3,0.554097659825164,normal
female,group d,some high school,free/reduced,completed,40,65,64,56.333333333333336,low,pass,25,-0.8026088696352993,normal
male,group e,master's degree,standard,none,90,85,84,86.33333333333333,high,pass,-5,1.3026254002171431,normal
male,group c,master's degree,standard,completed,91,85,85,87.0,high,pass,-6,1.3494083839916422,normal
male,group d,high school,standard,none,64,54,50,56.0,low,pass,-10,-0.8260003615225489,normal
female,group c,high school,standard,none,59,72,68,66.33333333333333,medium,pass,13,-0.10086411301781888,normal
male,group d,associate's degree,standard,none,80,75,69,74.66666666666667,medium,pass,-5,0.48392318416341595,normal
male,group c,master's degree,standard,none,71,67,67,68.33333333333333,medium,pass,-4,0.03948483830567732,normal
female,group a,high school,standard,none,61,68,63,64.0,medium,pass,7,-0.2646045562285641,normal
female,group e,some college,standard,none,87,85,93,88.33333333333333,high,pass,-2,1.4429743515406392,normal
